amenity,amenity_category,name,geometry,icon,color
bar,Food Services,Cheer Up Charlies,POINT (-97.73638279970673 30.269627259668685),beer,green
restaurant,Food Services,Gina's on Congress,POINT (-97.74394708106028 30.265903895334258),cutlery,green
pub,Food Services,BB Rover's Cafe & Pub,POINT (-97.7647876 30.4308961),beer,green
bar,Food Services,My Oh My,POINT (-97.7340781 30.2650165),beer,green
restaurant,Food Services,Applebee's,POINT (-97.76744544288502 30.19282036893597),cutlery,green
place_of_worship,Community Services,Onion Creek Baptist Church,POINT (-97.6842594307087 30.218667185936017),institution,orange
cafe,Food Services,Merit Coffee,POINT (-97.7521411 30.2675657),coffee,green
bar,Food Services,The Lost Well,POINT (-97.7145075 30.2626189),beer,green
restaurant,Food Services,Sarovar,POINT (-97.7289338 30.3654581),cutlery,green
place_of_worship,Community Services,Kingdom Hall,POINT (-97.68751444342846 30.318480751686963),institution,orange
bar,Food Services,Mala Vida,POINT (-97.7355652 30.2662263),beer,green
cafe,Food Services,Better Half Coffee & Cocktails,POINT (-97.7585251 30.2712775),coffee,green
cafe,Food Services,Lucky Lab Coffee,POINT (-97.7420585 30.2885673),coffee,green
restaurant,Food Services,Que Divino Cocina Mexicana,POINT (-97.7487821 30.3570795),cutlery,green
bar,Food Services,Mort Subite,POINT (-97.7439833989154 30.26571892960875),beer,green
bar,Food Services,Roma,POINT (-97.740611 30.264074),beer,green
cafe,Food Services,Yogertz,POINT (-97.7491029 30.3987013),coffee,green
restaurant,Food Services,Veracruz Fonda and Bar,POINT (-97.7055225 30.298098),cutlery,green
restaurant,Food Services,Cicis,POINT (-97.6767258 30.4946608),cutlery,green
cafe,Food Services,Caffé Medici,POINT (-97.7442485 30.264819),coffee,green
restaurant,Food Services,Roland's Soul Food,POINT (-97.71612109268459 30.276232412745603),cutlery,green
social_centre,Community Services,Elks Lodge,POINT (-97.75693446884087 30.25814114416506),institution,orange
bar,Food Services,Rocky's Piano Bar,POINT (-97.67934688489562 30.508177697752924),beer,green
bar,Food Services,Parish,POINT (-97.7339773 30.2648207),beer,green
bar,Food Services,77 Degrees,POINT (-97.7228646 30.4012164),beer,green
place_of_worship,Community Services,Lord's Church of Austin,POINT (-97.70774883778067 30.34431847025065),institution,orange
cafe,Food Services,Radio East,POINT (-97.71550394160948 30.207945317632035),coffee,green
library,Community Services,Austin Public Library - Old Quarry Branch,POINT (-97.75517123258372 30.352998797275976),book,orange
cafe,Food Services,Starbucks,POINT (-97.793505 30.1631013),coffee,green
cafe,Food Services,Picnik,POINT (-97.7657583 30.2512104),coffee,green
restaurant,Food Services,Pacific Star Restaurant & Oyster Bar,POINT (-97.79001504667156 30.450607022183902),cutlery,green
restaurant,Food Services,Thundercloud Subs,POINT (-97.7052443 30.3215448),cutlery,green
restaurant,Food Services,Big Country Grill,POINT (-97.557858 30.3412381),cutlery,green
restaurant,Food Services,Seareinas,POINT (-97.7041210873782 30.32766170839721),cutlery,green
bar,Food Services,La Holly,POINT (-97.71448852210304 30.25900801418391),beer,green
restaurant,Food Services,General Tso'Boy,POINT (-97.7226256 30.4010444),cutlery,green
restaurant,Food Services,Ho Ho Chinese B.B.Q.,POINT (-97.67582985644394 30.410270761625842),cutlery,green
restaurant,Food Services,Denny's,POINT (-97.69177198609424 30.217198604452218),cutlery,green
place_of_worship,Community Services,Northside Church of Christ,POINT (-97.73172688249784 30.307542555184234),institution,orange
restaurant,Food Services,Arlo's,POINT (-97.7362477 30.2694927),cutlery,green
restaurant,Food Services,la Madeleine,POINT (-97.7472319 30.3957428),cutlery,green
bar,Food Services,Parlor Room,POINT (-97.73865678384658 30.259805044762764),beer,green
restaurant,Food Services,Costa Del Sol,POINT (-97.68524828929627 30.332664661862623),cutlery,green
bar,Food Services,Drink Well,POINT (-97.7206057 30.3172224),beer,green
restaurant,Food Services,Tarka Indian Kitchen,POINT (-97.8008049 30.4701619),cutlery,green
restaurant,Food Services,Gino's Vino Osteria,POINT (-97.6700818 30.5388361),cutlery,green
restaurant,Food Services,Antojitos Hondureños,POINT (-97.685544 30.3329558),cutlery,green
cinema,Recreation,Galaxy Highland 10,POINT (-97.70787403485367 30.329119722557767),film,red
restaurant,Food Services,Recuerdos Tex-Mex,POINT (-97.67928089185824 30.508228699274277),cutlery,green
restaurant,Food Services,Lupe Tortilla Mexican Restaurant,POINT (-97.68833078926282 30.569625604715245),cutlery,green
restaurant,Food Services,Habesha Ethiopian Restaurant and Bar,POINT (-97.7058798 30.3211128),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.7684727 30.2012416),coffee,green
place_of_worship,Community Services,Celebration Church Central Austin,POINT (-97.72757958360758 30.329399852125025),institution,orange
place_of_worship,Community Services,Nueces Mosque,POINT (-97.74435061857429 30.283203689800985),institution,orange
restaurant,Food Services,Kerlaches,POINT (-97.7136925 30.262934),cutlery,green
place_of_worship,Community Services,Iglesia Pentecostes de Jesucristo,POINT (-97.68766749852672 30.274761603351056),institution,orange
restaurant,Food Services,Cooper's Old Time Pit Bar-B-Que,POINT (-97.74362928008073 30.264935935003965),cutlery,green
restaurant,Food Services,Tamale House East,POINT (-97.7243534 30.2615741),cutlery,green
restaurant,Food Services,Fire in the hole,POINT (-97.6784671581044 30.508401595206397),cutlery,green
place_of_worship,Community Services,Antioch Baptist Church,POINT (-97.67349997024354 30.308273458328664),institution,orange
cafe,Food Services,Fleet Coffee,POINT (-97.7142906 30.2628481),coffee,green
bar,Food Services,Stagger Lee,POINT (-97.73811286727754 30.259622053698166),beer,green
cafe,Food Services,Teapioca Lounge,POINT (-97.6877881 30.4130776),coffee,green
place_of_worship,Community Services,Fairview Church of Christ,POINT (-97.7750641 30.2097437),institution,orange
restaurant,Food Services,Bombay Express: Authentic Indian Café,POINT (-97.6760454 30.4111325),cutlery,green
cafe,Food Services,Mikki's Replay Cafe,POINT (-97.7213963 30.3701302),coffee,green
place_of_worship,Community Services,Sky View Baptist Church,POINT (-97.7213988 30.3229825),institution,orange
place_of_worship,Community Services,Westover Hills Church of Christ,POINT (-97.75518985645039 30.37603592736251),institution,orange
restaurant,Food Services,Raku Sushi & Asian Bistro,POINT (-97.7449482 30.2866355),cutlery,green
cafe,Food Services,Austin Grind,POINT (-97.7158878 30.4249138),coffee,green
cafe,Food Services,Starbucks,POINT (-97.74259751804962 30.287954783344777),coffee,green
restaurant,Food Services,Korea House,POINT (-97.7339922 30.3593073),cutlery,green
bar,Food Services,St. Genevieve,POINT (-97.7228104 30.4013625),beer,green
cafe,Food Services,Bambu,POINT (-97.6872721 30.3774049),coffee,green
restaurant,Food Services,First Watch,POINT (-97.7979403 30.4757107),cutlery,green
restaurant,Food Services,Cane Rosso,POINT (-97.8111717 30.2325672),cutlery,green
